District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity
19,KARNATAKA,Silpadme n,673293,403861,632644,924562,1293227,565313,571258,39583,239752,0,12186,1491,555354,463358,744795,504244,160367,1065319,237628,238232,15462,110960,515572,280386,244469,17937,77,23803,16,1912,41515,780461,3508,39003,755179,287165,52097,8583,257510,282116,118510,14119,5906,19181,1700621,583809,1371548,2839269,30978,224123,1460,205802,7732,89857,90229,22099,228491,22005,116642,387002,90361,21439,14836,42510,106039,401782,8493,500,283,12112,3192,9,4113,4660,349949,69373,7569,320,3849,6246,4395,539408,43809,1245,275690,1278,4566,16784,17881,17223,15961,89867,73993,138525,7411,78155,244218,76803,15959,4966,3199,296,228618,77,310,222,4048,161,365,898,56,369,270,0,3948
39,ORISSA,Laghuaam,131352,81500,502546,412906,882032,321638,184234,170925,34476,150486,238071,18491,853042,1083515,624168,161483,136552,607324,148314,170048,19283,424999,1393806,9374,5702,9924,356,3204,56,108,135010,176690,586,55118,126332,3374,458148,337988,202710,187436,112025,327760,46741,75,2696479,55610,800474,953834,529068,506546,7580,178611,6589,137666,50078,14369,8771,3700,57185,101567,18449,1163,80813,191520,30167,44424,68225,3005,1,112455,1514,2096,4030,111609,186970,3879,52871,1002,1188,1460,34476,11513,212673,1686,124106,13202,11927,72766,80815,138669,151159,410082,10328,112536,7405,110009,32923,78273,12982,729,411,249,51991,204,1149,290,968,86,137,120,23,47,938,11,2532
255,RAJASTHAN,Korhimae,237160,1342761,1865906,2867473,205608,568184,483685,145442,52333,341110,139744,3271,557029,62445,6364,272367,187512,677470,322427,404993,28447,97760,489689,10761,2155,761,153,697,96,2624,942,84873,183,26352,418035,11806,1023244,30228,101207,221295,220211,237033,718898,18943,1424175,716417,2116337,2752117,649217,140238,1343,238390,6745,115830,117386,19446,242519,20927,126154,437770,16235,1182,294683,159981,348923,864253,4356,120199,212,6469,133,461,2897,96717,239267,77604,119933,429,66,5601,11318,141725,206998,392,33257,17348,30019,80428,94499,52208,409089,180633,63367,43399,564,26923,281014,12068,14563,9660,5828,879,84449,577,1235,519,1182,103,121,4,43,192,451,191,966
216,_RARE_,Rhmuha,1932805,280419,1220144,327826,519100,11871,257613,61229,209807,200,1329,328100,1152300,859005,613502,741262,438526,663801,677535,96909,33128,184729,4807321,76392,7704,113275,616,233,810,1518,28166,154135,9933,1468,0,52353,1064513,240043,412204,25633,363014,55744,88461,9954,848813,1606146,920865,868653,404190,691838,1497,459857,543,42302,72275,4034,60294,1673,166604,593962,5393,1753,168868,212403,55966,224719,1551,5514,605,1747,2349,289,6390,243736,46230,6,1525,2549,86,263,3640,10885,388412,1137,72426,7915,8771,31639,25259,18649,639473,75406,67797,151706,25759,77120,161924,71539,454,1432,2749,356,46316,1031,297,626,127,156,7,909,118,35,494,18,5568
243,ORISSA,Jhnodirri,393310,740841,993027,36342,173382,56555,102444,0,76938,450620,3973,189097,1337699,388332,126439,316881,93968,1079374,179232,1037302,8043,33224,670331,182789,2326,451,346,6485,73,7584,91943,112626,3978,35824,677332,598971,414161,503492,129432,368275,205393,60703,219412,54063,822679,169922,911246,896183,1464216,275198,3659,479363,10975,14510,63640,27025,267379,9629,12832,90198,46800,53036,698511,29066,8640,97527,5198,11820,76,285457,35963,949,24601,148215,322510,89576,432444,130,3295,955,6788,92546,34408,1595,17264,9140,19196,128066,5738,26303,407459,35585,112669,17082,56834,65696,195378,27635,15607,14434,716,7,58284,52,639,1623,1556,140,2,78,236,56,70,3,4734
241,MADHYA PRADESH,Jhjapenur,1498919,617221,26108,366988,2962435,1253368,476284,424885,26128,385650,0,3805,347719,199315,72632,826935,16655,29045,92937,306669,8935,403388,989680,350319,167768,852,80054,594,101,1260,49168,153177,13601,2600,298464,128250,300653,300631,133941,430074,524062,59581,67385,10202,988005,717748,3880320,1449376,418208,402283,1780,75557,10382,65542,77886,12296,248221,5991,10692,130063,19253,2968,223220,14258,137005,176621,447182,43082,1643,4550,1699,759,3156,239081,208653,293464,1742,1746,313,12185,6964,51510,374422,100,23646,57921,1072,18844,24364,17421,502940,46158,46625,136926,16833,5447,267049,9052,682,46870,839,408,50735,808,460,397,3477,316,212,11,15,579,658,4,1578
83,ASSAM,Aandrd,909302,1927158,69134,662456,1172009,47377,157320,41364,136761,2042,196478,140785,77402,18223,78295,1017910,202960,728772,62487,325886,23338,67670,1657648,147316,1971,1602,618,662,499,2420,45172,397786,391,22818,19308,42072,439289,593595,614048,161628,104738,15947,235868,15320,2757801,392251,1967421,621575,577510,452777,22034,17754,16552,62612,72982,5661,82200,3313,198566,390286,5192,3742,160537,269917,78249,231832,22032,101524,176,9419,2872,1362,14874,20505,297231,331,479846,247,227,2030,12095,5744,61208,4322,466076,37850,3623,72657,32638,224766,47805,58202,53016,104816,69796,20800,271375,52800,15312,14630,721,13,3085,412,206,903,412,362,314,937,6,185,17,293,2932
59,BIHAR,Kangiuigaur,4412201,1056886,1297693,99133,676815,1397562,344479,418752,129988,0,452,285236,121467,64426,49475,176984,244179,2882576,6200,206913,51234,35328,162705,751910,7985,397,1292,1575,2749,7983,248456,175560,13916,28733,61139,16109,532062,4308,311821,987989,291286,76403,31611,21032,1247724,178510,1710927,517202,1039434,213353,1430,115187,11796,45513,29826,16717,18379,15519,180905,245894,1568,22551,144933,5556,82020,160628,4475,91630,8715,66829,2305,273,11128,190531,4437,12489,25732,153,2830,310,8657,143329,150997,928,253476,4244,3607,10807,36496,1356,534040,1804,83278,45336,46571,50935,340181,86916,18067,6029,3818,1621,31590,309,691,416,169,200,54,101,8,0,531,60,638
634,ORISSA,Miisaig,1827830,1433640,1382883,2161694,1056136,312109,311532,282693,90618,395672,39337,43287,285591,1082758,285707,284118,98655,695376,419292,310238,3743,78879,1597167,3797,3456,1304,201,6204,322,1094,34328,48903,152,277140,618269,868642,1447804,226648,57129,532100,224648,145497,24222,5390,514175,1059931,274095,721099,1006860,103172,75,180209,649,18731,43613,18746,49738,3662,469609,7906,29755,24461,452129,219788,6792,590467,44326,61270,149,33061,3709,253,2210,618629,9602,802,296845,208,936,2419,5919,388937,4077,857,887813,15946,1715,2380,1900,53227,305044,56580,50175,6622,9664,10408,6447,92237,34412,4557,599,678,32623,310,2011,826,3231,643,104,364,63,48,111,235,401
85,ORISSA,Karaiaeh,1235396,514730,1001315,946957,602987,866389,123766,57768,230848,115751,89,13416,488798,976786,224538,326148,30700,635357,87820,130112,10228,165551,868790,6547,7328,20,40987,732,380,1487,45761,155080,2631,1361,178824,66665,710041,4838,447896,387587,5988,18401,15521,1226,1009851,64668,1054468,168222,305416,183881,9062,168054,10145,10959,62850,3724,25253,15039,649878,141391,2117,2912,104851,612147,230375,206709,15505,677,595,16281,2371,585,12791,187181,330305,1061,70386,19,763,1406,569,164507,235099,1201,7321,14321,80511,74408,99966,26531,70351,52643,5417,113206,58230,115547,275698,73528,16916,61513,1078,855,19124,791,549,668,1399,569,239,490,28,97,21,376,8043
8,MAHARASHTRA,JhrhatSg,761567,1892174,1073726,30986,908890,306356,65,219690,0,542285,28825,20760,168439,181767,311876,30890,4126,1080653,263259,202515,21352,21701,1516046,86875,113426,170,364,4501,41,5628,28792,892362,4274,116888,210529,35889,310669,381759,377261,296931,439583,17763,41905,4386,1163836,460621,2477731,364114,286058,725808,42719,96294,10820,15616,38176,5267,90089,1387,128388,410393,38366,4025,320179,74064,73047,74559,3109,15310,338,9002,763,22983,18773,95317,274489,25742,566,3990,3488,39138,10857,19666,362034,2594,47381,21525,13877,6353,69662,58877,214726,27498,179485,25100,6363,8321,634542,54527,7304,44399,1065,697,136443,29,960,2176,3442,299,25,310,6,196,146,72,1070
389,HIMACHAL PRADESH,Lirtuaro,2876242,576817,33205,863788,1349444,870221,111478,143109,367,429997,59,153014,339135,318916,165542,38406,631987,4650844,368426,150045,32252,273464,896454,2348,1021,16482,329,10548,552,38,1899,185258,2330,30232,44222,4915,500808,122638,413480,73202,262792,166352,50669,30814,79191,141407,5458850,1331309,113239,318550,5618,437108,24928,43193,11640,9051,382894,21599,76721,89642,8936,429,258087,180447,41737,298240,145239,192682,75,5148,4812,216,4165,80249,179489,8362,414671,44,6327,7154,15007,27634,28496,293,167272,63514,12108,65615,13713,1461,147394,95975,110397,106207,63977,113226,7431,114753,492,2642,356,5670,62693,238,142,493,1388,608,86,94,521,577,88,23,847
585,ASSAM,Rrlndnnd,1317383,1892329,396565,3203157,931536,1268486,233672,47634,297743,90315,57403,11161,652266,917885,70374,752936,58155,1067680,212068,10794,70067,226283,551434,2087,47073,1036,594,749,970,6474,231011,191133,6377,2407,793601,24294,273655,433403,77632,26244,84756,26545,111912,24876,630903,627883,1459782,245997,65717,20332,3961,223751,9506,43959,110596,16399,84450,1558,86839,154449,62335,3878,824986,21536,253104,219450,6083,12067,8454,17855,2160,252,2491,41268,557,43135,99431,502,2135,5663,29093,143862,6889,20571,48218,91872,6875,54153,102481,21624,228452,55530,26882,64534,21630,389478,100756,32813,9766,65,455,160,39811,130,426,1603,4074,233,83,313,218,224,256,215,3377
73,ORISSA,Nablahor,1069683,1364601,738489,853803,1156645,520010,578110,139917,124712,205499,197,102668,2196450,107744,487659,17037,308180,1435993,275221,260880,9047,273062,964995,1361781,4211,15418,384,348,19,3822,26838,132359,39449,19009,941614,4993,263410,792347,464518,124959,11394,86995,27467,46378,70663,8417,2238601,1439282,672966,378872,39,183737,32939,9555,5585,7875,48585,23383,473407,85645,10424,51421,1018774,209362,403862,205437,93635,66567,78,58749,135,115,8081,226640,20359,20616,50709,789,9177,2644,3728,271457,95136,296,687417,20,7322,75157,27552,101043,130477,2037,9490,53777,6400,42200,298678,54988,2706,19483,2232,52,221081,111,803,37,3104,26,378,636,56,11,75,191,2772
8,RAJASTHAN,Gudeo ru,2162396,1121782,440639,506515,502759,176308,142551,43350,19,5513,124867,1775,1065723,24853,373886,2192298,34077,59969,73385,969873,22909,568863,14396,16661,978,16957,22,894,2250,2816,62146,61190,610,4474,470453,77142,16961,697085,142542,755498,226634,132377,76910,15778,702938,357327,1501370,760584,934946,331053,1228,17240,61711,27401,147538,5601,664245,4812,48298,37787,1714,47338,343724,15823,17735,518527,14164,16835,74,29835,339,633,1016,54796,36500,24581,65753,297,2412,1529,12662,138540,31324,13105,43900,2286,4391,10941,31375,68530,619571,100067,112628,301765,121890,52868,372695,24671,24970,2930,11008,197,58134,1089,1023,1738,2070,24,361,162,135,64,348,193,4400
266,ORISSA,Birrhauai,621490,53229,671851,283461,740170,603631,473307,228461,275794,28816,1575,215,1521328,522669,261595,450143,184910,1020406,84475,221558,109551,97912,1137865,99552,9771,281,241,918,66,1966,110384,111811,593,34551,414649,1332099,722901,262483,160130,71169,112596,35783,269670,391,2679238,347165,2978150,821044,61831,189002,1524,308405,2897,52323,34825,4122,318882,58494,116635,645180,3291,40925,26688,93525,250550,217444,7229,6180,195,4002,581,251,10856,305007,10964,32130,240260,866,1761,15621,1513,19294,97845,1372,142635,171,5250,8652,57648,48716,275914,80178,4955,128628,2433,136605,225806,19208,7342,22810,720,881,36457,539,1105,687,17,147,605,270,578,57,718,71,1444
550,PUNJAB,Sautagrg,161080,79387,1624086,1205549,706319,232163,46275,2768,83747,130454,205894,173,272250,642924,310140,883424,3802,1670999,230350,180601,33099,144725,1633093,3773,840,60,4679,745,50680,709,560899,196975,1430,10501,48378,227215,1347460,711317,332710,6181,222053,3494,766114,651,71192,354339,1648256,281454,39855,589189,223,326481,9984,27594,1864,5273,148802,3777,7179,633798,516,12229,755215,433652,126623,256881,55359,15171,32040,56069,646,597,16405,32359,35917,6,107907,3165,3776,14462,2630,75917,109015,848,248809,78785,19251,18788,67680,40205,521937,9119,1991,7200,110458,32087,73927,4312,5974,5854,1248,30,6805,44,1609,314,2969,289,600,161,366,12,12,333,1506
77,BIHAR,Aunuaaoe,4465283,514398,756466,2086707,237430,47836,26469,287459,128710,718310,472613,93,871603,463282,55212,23332,68678,774488,206191,3842,11690,493522,4039278,4303,141412,956,184264,3232,68,3419,17499,88389,676,5948,443243,97318,225205,135767,474013,275601,62285,18242,14297,9478,1072621,380878,1708354,641945,105341,355764,816,264443,1911,71285,241582,6837,239200,15243,62191,27362,1037,2995,381317,177536,97931,143570,13311,565,1052,76313,4403,1624,8656,39339,4962,22897,32,960,340,204,17110,255951,651209,389,3063,171051,8339,22264,1611,240918,174208,41067,1893,134147,14240,113440,50550,94035,22341,61,1954,6929,1827,552,297,348,1411,998,40,364,14,497,238,66,7050
133,CHHATTISGARH,Rnlbhaarg,425456,1677943,33689,39715,30748,272923,258796,336605,0,721937,262844,16192,779134,172109,259413,2258795,131797,627987,41837,10959,156957,174358,6292,86332,42721,8840,325,23,98,787,82700,13942,1994,32600,130546,14065,557564,23012,7123,295454,30169,7393,111631,16007,134706,613469,2256264,51923,643812,393711,2390,11346,9665,10591,10465,32610,59497,6324,446853,82008,36879,13606,279752,113882,102645,741564,2686,86819,51,54235,3157,213,3946,237971,24521,4042,186,4315,369,2001,9183,155445,191509,84,461959,172492,2051,33173,31571,75404,123289,59339,85466,19814,14207,94551,8405,47457,17233,13648,598,111,21955,632,1449,76,1038,2462,249,228,2,431,242,303,1273
322,BIHAR,Tarnaa,3752497,1841175,983058,72165,1288818,240934,317002,10297,38107,100688,612405,3331,552846,313885,110185,107381,117533,697598,519771,596970,1539,247581,9693,10966,4576,135,1297,17999,103,1044,152516,142247,13131,54891,330958,8812,707614,158210,235222,286821,7963,33101,27910,26284,2723443,600530,1792277,1933989,621890,805351,1404,744827,13479,19012,77863,8421,123947,236,385480,59719,1627,64821,327377,35679,130983,86536,5106,117260,378,469,201,358,3085,381882,448959,14241,145481,69,344,6594,26640,100213,97176,603,79115,40584,602,97847,53976,72783,305495,55970,41446,46058,79068,16794,172225,13046,33018,3067,6642,2099,95209,542,712,1327,1740,118,133,31,37,511,165,384,2441
32,MADHYA PRADESH,Koanrra,1702731,279565,504843,321870,368556,936258,354633,196516,145579,19708,0,424164,1202950,802182,342133,1204593,219639,2448519,93873,117685,175720,106958,2381128,73447,2169,266,190,1914,1308,2393,221057,58964,7889,28010,103187,55235,163836,104890,447982,138734,156440,76045,132211,153,661278,24123,3342093,655109,1145217,85480,1586,169698,140948,72690,166905,260,102783,6618,88388,388838,129008,7052,783907,68157,428050,353346,3580,4998,181,5847,337,226,1982,189854,22546,1581,26851,43,6946,425,45739,109505,126690,185,472727,85557,19467,40222,46045,23094,42152,21682,46600,146749,65957,65368,219235,70876,4260,3856,4743,906,52290,310,171,1196,960,275,251,70,35,6,1407,47,1011
172,KARNATAKA,Ldnninle,981634,452140,662182,4550565,823069,383006,3357,202611,6965,70598,1401,238610,270662,903340,293532,337677,71268,635840,230382,307649,11917,1189833,1781678,533714,1114,2185,471,38,34,3117,91892,373962,623,153573,231642,32273,221279,103277,494852,119068,272779,15424,99890,9434,616238,551394,1650373,1348498,1534085,264939,3304,8561,2463,20809,311976,18692,381247,3648,121566,241470,18155,23586,387388,170701,47834,5566,6093,1089,174,13124,2977,687,3462,124223,323708,6,71475,329,15,7430,59005,98221,242289,111,770523,42796,3332,1952,120986,38103,198856,43901,33967,114529,36443,21885,270454,23011,2203,25618,929,9,20256,668,1692,707,3525,20,264,255,62,15,559,43,10618
512,ORISSA,Aegklapa,2230270,1750046,491085,2008846,408655,247563,36154,876,62895,54850,96,4592,1390440,214117,219182,159839,124823,1173755,156253,106324,25579,1377600,2038278,100592,11395,453597,644,260,2046,2037,36922,101777,1846,570,203382,288801,706342,76605,682679,371673,153819,171275,17421,12066,1162301,289716,2057660,1431790,82374,192864,703,213391,14234,15782,14017,8598,438884,9768,19190,59934,17380,27536,376022,4632,1105703,622909,7418,17410,1,20196,848,2398,2562,92685,533315,581,125140,342,2087,926,14443,189327,11550,2506,8420,12691,8709,23770,20026,21715,151043,1730,55264,99172,8402,5976,37472,51114,39401,2831,1082,143,14435,52,24,795,967,427,749,106,382,674,371,118,5913
417,ORISSA,Soalhd,2575447,283916,1702901,1054925,208278,801973,530115,460682,90748,214203,420,4984,712241,194799,42666,420055,233466,447429,282326,8143,18664,129123,2189427,8671,1252,433,169636,5075,26,419,61143,621342,22538,853,575757,56114,113891,227737,294017,295304,52126,275870,173543,112,1442676,503613,1497396,1403331,361046,291685,594,6454,8081,46559,2815,454,599784,16977,329482,400598,1959,19850,508296,835577,40635,352937,3327,11102,134,4554,42,19069,12018,102589,571,50152,1505,228,6,37607,3065,143143,228563,1990,103967,91260,16333,72148,12957,23199,408715,70838,78608,83657,46374,33310,633055,86709,23355,2594,1231,139,22131,476,785,241,1640,312,285,602,75,46,148,10,328
238,ARUNACHAL PRADESH,Kindkplrg,1718946,1481333,300226,991344,1298465,464355,23,211994,159856,16621,578245,102878,558390,40049,122883,1165282,84330,4680725,47001,140500,12077,226700,5645670,808781,1614,2163,284,6,131,5353,15466,220786,2543,33885,407115,116415,500123,221221,204105,1289921,222810,95781,20263,36423,707276,662022,1764041,1529852,606889,418766,1627,84526,7499,42916,9306,5396,72111,2506,333391,474648,46344,28583,127580,70818,209789,29270,71680,23447,275,682,1394,405,7086,145353,4596,164236,262437,57,3171,14225,47914,147510,109043,24978,907673,14244,11212,100118,1603,63911,117552,39241,6560,104297,83784,11062,416782,27241,329,51060,1737,3,48529,512,1143,1024,2402,861,195,412,6,854,18,40,4282
267,MAHARASHTRA,Kurtparra,1440536,1087894,286176,1917628,81586,35664,510431,163892,0,610554,173266,19,725310,905419,444565,508068,8785,3061005,81166,247643,4284,310879,387633,8074,6595,747,187,6119,264,4840,145997,72597,2614,25284,317647,117204,128969,270747,312297,181113,225124,2767,13894,14579,1414569,386616,571648,2190192,436202,92651,81644,282,1920,73421,149509,29239,9681,22349,927041,4587,13621,12761,153529,236239,50974,187946,5625,173674,216,11273,1375,306,6380,651827,438467,2245,44561,8159,59,843,3510,66942,261247,1942,29482,5949,13780,29192,15047,81613,432272,82117,27199,85339,17152,108902,7602,5322,7719,9180,2008,2207,89651,295,2082,205,1458,152,7,287,75,9,90,11,3633
445,KARNATAKA,Pllp ard,2055540,648793,499577,391712,848470,19241,14040,25067,234575,162700,198534,116,771409,677349,120318,536160,165536,566893,132976,344255,25332,107287,1636806,218728,4212,315,110,19244,135,7518,65577,357562,2126,22436,239382,19252,754838,129146,90053,103916,516978,92169,20542,4323,2034830,341826,2835840,460609,344025,551241,1314,282574,7270,223529,75600,98928,77957,863,34306,304000,46503,28100,591306,606081,132181,207847,76001,198683,59,681,2018,574,11081,96715,198199,11916,242864,581,241,1228,4265,29217,84737,218,19607,4165,8171,834,64485,25459,148313,89987,72175,86484,55001,52763,77592,23578,6391,33774,2149,509,43686,265,756,449,38,133,17,418,54,6,839,87,2825
322,MEGHALAYA,Dieaamrn,2712500,1021098,2037812,2656606,1166410,411378,192091,0,139768,4950,46166,37818,699288,347071,306182,220431,171911,676856,58351,2021,11819,227306,2275362,524,2352,413,1199,181,22,1581,197142,127017,1034,61493,339808,66783,458129,232118,146887,439702,71671,46032,3695,946,185604,664584,4228199,193400,100630,15143,867,66302,30904,28594,224038,43332,123117,16307,470356,37402,6697,20879,10189,155760,228491,114457,135812,18470,29,330762,1590,706,6832,80528,46770,567,207543,686,3213,1327,28899,57641,15164,5220,150941,34085,712,51712,19590,53253,232757,41399,309874,131942,12415,98014,135158,17022,756,436,4038,17,89797,62,85,79,713,241,38,183,90,915,991,204,5899
73,WEST BENGAL,Hwoasr,1819256,340290,523840,371283,170671,392447,103374,206339,280900,347624,11,95285,328105,329825,377553,793823,356761,443388,420475,136758,3486,467319,918911,539,6958,388,4367,281,226,7167,497247,43656,7946,21583,34911,24015,394793,214047,133920,412487,238667,48041,65652,7643,149636,1161010,3727930,4113633,1439032,408673,42,137118,1311,184070,36794,3849,360535,118,195566,420566,7606,2815,215377,18879,51083,232511,500,21133,1222,58570,1012,958,2488,351232,239881,224,59110,2351,268,2411,17573,110915,109668,2182,105469,235066,29535,11565,122978,126180,142692,70938,31109,61854,722,57188,308122,1470,15273,4508,15,25,38775,802,1062,323,4547,78,21,56,47,401,59,36,4131
620,_RARE_,Hakaatr,5147138,696506,446874,31693,55485,436815,456289,26369,35408,47968,239799,187036,1547357,527666,338415,158073,87960,330170,688,379062,17078,154545,26216,89263,943,20266,238,22914,1539,3313,941,211334,126506,53616,230319,37613,515319,133356,220936,100789,340680,59241,67438,9384,1525798,7673,1041528,3221987,353424,359858,1529,156960,17706,16578,10146,837,76281,5533,79325,96814,2131,18673,16716,37253,24482,645525,12665,177978,1013,2509,1379,134,5073,201495,679781,6597,486696,7,2299,7477,39738,23124,50963,1242,38697,34270,8843,974,113175,52659,118242,221653,90927,18739,4754,36752,327785,72421,823,177,78,3,34628,235,1188,1045,1666,88,631,382,1563,357,109,274,1565
588,KARNATAKA,Uorhaaiu,1230781,86575,339192,3233752,545581,219161,460822,130410,5791,2342,0,305,315351,258104,69894,643758,37053,4682875,270965,162671,17921,141261,271134,439548,30740,865,2002,4610,103,2434,27985,942497,14478,8045,360536,192885,359928,577918,47163,100831,50688,20347,174976,11494,721003,321240,130940,838778,337383,286518,5169,4657,9735,57568,70033,681,61481,29657,109820,193428,4910,1674,522101,149176,57467,227300,7543,76521,196,40543,474,8079,1259,3566,217337,35864,141879,106,854,2740,1326,109878,178170,219,51826,26124,5774,1532,26865,4974,252367,32393,182779,45110,102547,217021,148028,21320,2742,10955,30,637,7413,327,176,76,1331,28,7,231,82,18,513,347,5119
